CGP No.,CGP Link,OCLC No.,Item No.,SuDoc No.,Date,PURL,Title
1113436,https://catalog.gpo.gov/F/?func=direct&doc_number=1113436&local_base=GPO01PUB,985370734,0624-B-05 (online),I 19.42/4:75-6,1975,https://purl.fdlp.gov/GPO/gpo130905,Occurrence of pesticide residues in four streams draining different land-use areas in Pennsylvania
1113437,https://catalog.gpo.gov/F/?func=direct&doc_number=1113437&local_base=GPO01PUB,971499195,0624-B-05 (online),I 19.42/4:77-61,1977,https://purl.fdlp.gov/GPO/gpo130903,"The effect of the Faka Union Canal system on water levels in the Fakahatchee Strand, Collier County, Florida"
1113438,https://catalog.gpo.gov/F/?func=direct&doc_number=1113438&local_base=GPO01PUB,985370554,0624-B-05 (online),I 19.42/4:73-50,1973,https://purl.fdlp.gov/GPO/gpo130981,Hydrologic and geologic considerations for solid-waste disposal in west-central Florida
1113439,https://catalog.gpo.gov/F/?func=direct&doc_number=1113439&local_base=GPO01PUB,963251384,0624-B-05 (online),I 19.42/4:76-95,1976,https://purl.fdlp.gov/GPO/gpo130900,"Basement flooding and foundation damage from water-table rise in the East New York section of Brooklyn, Long Island, New York"
1113443,https://catalog.gpo.gov/F/?func=direct&doc_number=1113443&local_base=GPO01PUB,985370727,0624-B-05 (online),I 19.42/4:77-13,1977,https://purl.fdlp.gov/GPO/gpo130899,"Experimental study of artificial recharge alternatives in northwest Hillsborough County, Florida"
1113450,https://catalog.gpo.gov/F/?func=direct&doc_number=1113450&local_base=GPO01PUB,985370662,0624-B-05 (online),I 19.42/4:73-27,1973,https://purl.fdlp.gov/GPO/gpo130896,"Index to U.S. Geological Survey computer files containing daily values for water parameters to September 30, 1971 : Central Region"
1113454,https://catalog.gpo.gov/F/?func=direct&doc_number=1113454&local_base=GPO01PUB,946456076,0624-B-05 (online),I 19.42/4:73-46,1974,https://purl.fdlp.gov/GPO/gpo130891,"Feasibility of digital water-quality modeling illustrated by application at Barstow, California"
1113468,https://catalog.gpo.gov/F/?func=direct&doc_number=1113468&local_base=GPO01PUB,1088412438,0484-E (online),EP 6.52:EN 3/12/2018-2,2018,https://purl.fdlp.gov/GPO/gpo130939,Updated 3-year engineering review report schedule
1113469,https://catalog.gpo.gov/F/?func=direct&doc_number=1113469&local_base=GPO01PUB,1137338602,0646-R (online),I 29.89:2007/010,2007,http://purl.fdlp.gov/GPO/gpo131164,Rocky Mountain Network vital signs monitoring plan
1113472,https://catalog.gpo.gov/F/?func=direct&doc_number=1113472&local_base=GPO01PUB,1137340355,0646-R (online),I 29.89:2007/020,2007,http://purl.fdlp.gov/GPO/gpo131160,Upper Columbia Basin Network data management plan
1113475,https://catalog.gpo.gov/F/?func=direct&doc_number=1113475&local_base=GPO01PUB,1137340797,0646-R (online),I 29.89:2007/015,2007,https://purl.fdlp.gov/GPO/gpo79324,Gulf Coast network vital signs monitoring plan
1113476,https://catalog.gpo.gov/F/?func=direct&doc_number=1113476&local_base=GPO01PUB,1137340904,0646-R (online),I 29.89:2007/019,2007,https://purl.fdlp.gov/GPO/gpo79325,Interpreting biological diversity at Craters of the Moon National Monument and Preserve
1113477,https://catalog.gpo.gov/F/?func=direct&doc_number=1113477&local_base=GPO01PUB,1137341250,0646-R (online),I 29.89:2007/014,2007,https://purl.fdlp.gov/GPO/gpo79323,White-tailed deer monitoring protocol for the Heartland Network Inventory and Monitoring Program
1113485,https://catalog.gpo.gov/F/?func=direct&doc_number=1113485&local_base=GPO01PUB,1137341947,0807-A-07 (online),LC 14.23:RS 22207/,-2020,https://purl.fdlp.gov/GPO/gpo131187,Congressional review of EPA's mercury rule
1113486,https://catalog.gpo.gov/F/?func=direct&doc_number=1113486&local_base=GPO01PUB,1137342043,0646-R (online),I 29.89:2007/011,2007,https://purl.fdlp.gov/GPO/gpo131184,Camas Lily monitoring protocol ...
1113493,https://catalog.gpo.gov/F/?func=direct&doc_number=1113493&local_base=GPO01PUB,1137343760,1016-C (online),Y 4.OV 2:116-5,2020,https://purl.fdlp.gov/GPO/gpo131171,"Examining PFAS chemicals and their risks : hearing before the Subcommittee on Environment of the Committee on Oversight and Reform, House of Representatives, One Hundred Sixteenth Congress, first session, March 6, 2019."
1113496,https://catalog.gpo.gov/F/?func=direct&doc_number=1113496&local_base=GPO01PUB,1137343887,0807-A-09 (online),LC 14.24:IF 10869/,-2019,https://purl.fdlp.gov/GPO/gpo131199,Reconsidering the strategic petroleum reserve
1113500,https://catalog.gpo.gov/F/?func=direct&doc_number=1113500&local_base=GPO01PUB,1141204376,0074-A-02 (online),A 98.9:729,2018,https://purl.fdlp.gov/GPO/gpo131203,Water:  it's a great choice.
1113502,https://catalog.gpo.gov/F/?func=direct&doc_number=1113502&local_base=GPO01PUB,1141204462,0074-A-02 (online),A 98.9:729-S/SPAN.,2018,https://purl.fdlp.gov/GPO/gpo131205,Agua:  una gran opción.
1113511,https://catalog.gpo.gov/F/?func=direct&doc_number=1113511&local_base=GPO01PUB,985370600,0624-B-05 (online),I 19.42/4:73-7,1973,https://purl.fdlp.gov/GPO/gpo130904,Magnitude and frequency of floods in small drainage basins in Idaho
1113512,https://catalog.gpo.gov/F/?func=direct&doc_number=1113512&local_base=GPO01PUB,985370602,0624-B-05 (online),I 19.42/4:75-61,1975,https://purl.fdlp.gov/GPO/gpo131149,MIX2 : a computer program for modeling chemical reactions in natural waters
1113517,https://catalog.gpo.gov/F/?func=direct&doc_number=1113517&local_base=GPO01PUB,935345331,0624-B-05 (online),I 19.42/4:00-4157,2000,https://purl.fdlp.gov/GPO/gpo131227,"Results of well-bore flow logging for six water-production wells completed in the Santa Fe Group aquifer system, Albuquerque, New Mexico, 1996-98"
1113523,https://catalog.gpo.gov/F/?func=direct&doc_number=1113523&local_base=GPO01PUB,815361618,0624-B-05 (online),I 19.42/4:01-4115,2001,https://purl.fdlp.gov/GPO/gpo130059,"Analysis of vegetation controls on bank erosion rates, Clark Fork of the Columbia River, Deer Lodge Valley, Montana"
1113528,https://catalog.gpo.gov/F/?func=direct&doc_number=1113528&local_base=GPO01PUB,1137375894,0807-A-07 (online),LC 14.23:R 40538/,-2020,https://purl.fdlp.gov/GPO/gpo131246,Coordination of federal water research : legislative issues
1113536,https://catalog.gpo.gov/F/?func=direct&doc_number=1113536&local_base=GPO01PUB,1137377056,0646-R (online),I 29.89:2007/017,2007,https://purl.fdlp.gov/GPO/gpo131247,Eastern Rivers and Mountains Network ecological monitoring plan
1113544,https://catalog.gpo.gov/F/?func=direct&doc_number=1113544&local_base=GPO01PUB,1137379393,0546-D (online),GA 1.13:GAO-18-477,2018,https://purl.fdlp.gov/GPO/gpo131201,Strategic Petroleum Reserve:  DOE needs to strengthen its approach to planning the future of emergency stockpile : report to congressional requesters.
1113545,https://catalog.gpo.gov/F/?func=direct&doc_number=1113545&local_base=GPO01PUB,1137379329,0646-R (online),I 29.89:2008/071,2008,https://purl.fdlp.gov/GPO/gpo131264,Mid-Atlantic Network vital signs monitoring plan
1113550,https://catalog.gpo.gov/F/?func=direct&doc_number=1113550&local_base=GPO01PUB,1137380462,0646-R (online),I 29.89:2010/242,2010,http://purl.fdlp.gov/GPO/gpo131272,Forest vegetation monitoring protocol for the North Coast and Cascades Network
1113552,https://catalog.gpo.gov/F/?func=direct&doc_number=1113552&local_base=GPO01PUB,966435132,0624-B-05 (online),I 19.42/4:01-4079,2001,https://purl.fdlp.gov/GPO/gpo130352,"Simulated ground-water-flow responses to geohydrologic characteristics, Corinna, Maine"
1113555,https://catalog.gpo.gov/F/?func=direct&doc_number=1113555&local_base=GPO01PUB,1137381480,0646-R (online),I 29.89:2010/277,2010,http://purl.fdlp.gov/GPO/gpo131276,Alpine vegetation composition structure and soils monitoring protocol
1113559,https://catalog.gpo.gov/F/?func=direct&doc_number=1113559&local_base=GPO01PUB,1137382368,0646-R (online),I 29.89:2010/222,2010,http://purl.fdlp.gov/GPO/gpo131279,Rocky Mountain Climate Protocol : climate monitoring in the Greater Yellowstone and Rocky Mountain inventory and monitoring networks
1113568,https://catalog.gpo.gov/F/?func=direct&doc_number=1113568&local_base=GPO01PUB,1137384736,0646-R (online),I 29.89:2010/276,2010,https://purl.fdlp.gov/GPO/gpo131296,"Assessment of water resources and watershed conditions in Ocmulgee National Monument, Georgia"
1113570,https://catalog.gpo.gov/F/?func=direct&doc_number=1113570&local_base=GPO01PUB,1137385397,0646-R (online),I 29.89:2010/268,2010,https://purl.fdlp.gov/GPO/gpo131300,"Assessment of water resources and watershed conditions in Horseshoe Bend National Military Park, Alabama"
1113575,https://catalog.gpo.gov/F/?func=direct&doc_number=1113575&local_base=GPO01PUB,1137386079,0646-R (online),I 29.89:2010/274,2010,https://purl.fdlp.gov/GPO/gpo131304,"Assessment of water resources and watershed conditions in the Chattahoochee River National Recreation Area, Georgia"
1113579,https://catalog.gpo.gov/F/?func=direct&doc_number=1113579&local_base=GPO01PUB,1137386034,0807-A-07 (online),LC 14.23:RL 34465/,-2018,https://purl.fdlp.gov/GPO/gpo130969,FDA Amendments Act of 2007 (P.L. 110-85)
1113580,https://catalog.gpo.gov/F/?func=direct&doc_number=1113580&local_base=GPO01PUB,1137386304,0646-R (online),I 29.89:2010/273,2010,https://purl.fdlp.gov/GPO/gpo131305,"Assessment of water resources and watershed conditions in Kennesaw Mountain National Battlefield Park, Georgia"
1113585,https://catalog.gpo.gov/F/?func=direct&doc_number=1113585&local_base=GPO01PUB,1137387075,0807-A-07 (online),LC 14.23:R 45867/,-2018,https://purl.fdlp.gov/GPO/gpo130965,FDA regulation of tobacco products
1113587,https://catalog.gpo.gov/F/?func=direct&doc_number=1113587&local_base=GPO01PUB,1137387029,0807-A-07 (online),LC 14.23:R 40475/,-2018,https://purl.fdlp.gov/GPO/gpo130962,FDA tobacco regulation : the Family Smoking Prevention and Tobacco Control Act of 2009
1113618,https://catalog.gpo.gov/F/?func=direct&doc_number=1113618&local_base=GPO01PUB,1137541111,0807-A-07 (online),LC 14.23:R 42123/,-2020,https://purl.fdlp.gov/GPO/gpo131351,Controlling air emissions from outer continental shelf sources : a comparison of two programs-EPA and DOI
1113621,https://catalog.gpo.gov/F/?func=direct&doc_number=1113621&local_base=GPO01PUB,1138887394,0083-B-06 (online),A 13.88:SRS-238,2019,https://purl.fdlp.gov/GPO/gpo131356,Wildland fire impacts on water yield across the contiguous United States
1113622,https://catalog.gpo.gov/F/?func=direct&doc_number=1113622&local_base=GPO01PUB,1137543671,0646-R (online),I 29.89:2010/216,2010,https://purl.fdlp.gov/GPO/gpo131357,Prairie falcon monitoring protocol for Pinnacles National Monument
1113627,https://catalog.gpo.gov/F/?func=direct&doc_number=1113627&local_base=GPO01PUB,1137546351,0646-R (online),I 29.89:2010/217,2010,https://purl.fdlp.gov/GPO/gpo131363,Prairie falcon monitoring protocol for Pinnacles National Monument : standard operating procedures
1113628,https://catalog.gpo.gov/F/?func=direct&doc_number=1113628&local_base=GPO01PUB,1137546696,0646-R (online),I 29.89:2010/261,2010,https://purl.fdlp.gov/GPO/gpo131365,Assessment of natural resources and watershed conditions for Kalaupapa National Historical Park
1113705,https://catalog.gpo.gov/F/?func=direct&doc_number=1113705&local_base=GPO01PUB,1137595567,0546-D-01 (online),GA 1.5/2:GAO-18-675 T,2018,https://purl.fdlp.gov/GPO/gpo131317,"Strategic Petroleum Reserve:  observations on the emergency stockpile : testimony before the Subcommittee on Energy, Committee on Energy and Commerce, House of Representatives"
1113753,https://catalog.gpo.gov/F/?func=direct&doc_number=1113753&local_base=GPO01PUB,1137700885,0807-A-09 (online),LC 14.24:IF 10883/,-2019,https://purl.fdlp.gov/GPO/gpo131447,Overview of U.S. Environmental Protection Agency (EPA) water infrastructure programs and FY2018 appropriations
1113778,https://catalog.gpo.gov/F/?func=direct&doc_number=1113778&local_base=GPO01PUB,963251378,0624-B-05 (online),I 19.42/4:76-28,1976,https://purl.fdlp.gov/GPO/gpo130910,Analysis of selected benthic communities in the Florida Everglades with reference to their physical and chemical environment
1113803,https://catalog.gpo.gov/F/?func=direct&doc_number=1113803&local_base=GPO01PUB,53235434,0431-J-86 (online),EP 1.124/4:,,https://purl.fdlp.gov/GPO/gpo131042,Enforcement and compliance history online
1113814,https://catalog.gpo.gov/F/?func=direct&doc_number=1113814&local_base=GPO01PUB,1137791849,0431-I-01 (online),EP 1.2:P 94/62,1981,https://purl.fdlp.gov/GPO/gpo131043,"Results of the ""one week follow-up"" with participants in the FY79 Emission Factors Testing Program"
1113833,https://catalog.gpo.gov/F/?func=direct&doc_number=1113833&local_base=GPO01PUB,1137794890,0646-R (online),I 29.89:2010/186,2010,https://purl.fdlp.gov/GPO/gpo131479,Northern Great Plains Network vital signs monitoring plan
1113839,https://catalog.gpo.gov/F/?func=direct&doc_number=1113839&local_base=GPO01PUB,1057365347,0484-E (online),EP 6.52:V 53/20/999,[1999],https://purl.fdlp.gov/GPO/gpo131407,National Vehicle and Fuel Emissions Laboratory
1113850,https://catalog.gpo.gov/F/?func=direct&doc_number=1113850&local_base=GPO01PUB,1137795934,0646-R (online),I 29.89:2010/225,2010,https://purl.fdlp.gov/GPO/gpo131491,Landbird monitoring protocol : Great Lakes Inventory and Monitoring Network
1113915,https://catalog.gpo.gov/F/?func=direct&doc_number=1113915&local_base=GPO01PUB,1138021158,0807-A-07 (online),LC 14.23:RL 32537/,-2020,https://purl.fdlp.gov/GPO/gpo131547,Defense cleanup and environmental programs : authorization and appropriations for FY2005
1113917,https://catalog.gpo.gov/F/?func=direct&doc_number=1113917&local_base=GPO01PUB,55740945,1064-C (online),Y 3.M 33/3:2/2004023220,1999,http://purl.access.gpo.gov/GPO/LPS50736,"Marine mammals and persistent ocean contaminants : proceedings of the Marine Mammal Commission Workshop, Keystone, Colorado, 12-15 October 1998"
1113933,https://catalog.gpo.gov/F/?func=direct&doc_number=1113933&local_base=GPO01PUB,1138032733,0807-A-07 (online),LC 14.23:RL 32183/,-2020,https://purl.fdlp.gov/GPO/gpo131562,Defense cleanup and environmental programs : authorization and appropriations for FY2004
1113965,https://catalog.gpo.gov/F/?func=direct&doc_number=1113965&local_base=GPO01PUB,1138034251,0646-R (online),I 29.89:2009/154,2010,https://purl.fdlp.gov/GPO/gpo131573,Protocol for monitoring coastal salt marshes in the Southwest Alaska Network
1113983,https://catalog.gpo.gov/F/?func=direct&doc_number=1113983&local_base=GPO01PUB,1138165749,1045-C (online),Y 4.P 96/10:S.HRG.116-102,2020,https://purl.fdlp.gov/GPO/gpo130949,"Hearing on the nomination of Sean O'Donnell to be Inspector General of the Environmental Protection Agency : hearing before the Committee on Environment and Public Works, United States Senate, One Hundred Sixteenth Congress, first session, October 30, 2019."
1114035,https://catalog.gpo.gov/F/?func=direct&doc_number=1114035&local_base=GPO01PUB,1138553855,1045-C (online),Y 4.P 96/10:S.HRG.116-107,2020,https://purl.fdlp.gov/GPO/gpo131535,"Reducing emissions while driving economic growth : industry-led initiatives :  hearing before the Subcommittee on Clean Air and Nuclear Safety of the Committee on Environment and Public Works, United States Senate, One Hundred Sixteenth Congress, first session, October 17, 2019."
1114037,https://catalog.gpo.gov/F/?func=direct&doc_number=1114037&local_base=GPO01PUB,1138553929,0646-R (online),I 29.89:2010/204,2010,https://purl.fdlp.gov/GPO/gpo131693,Thematic accuracy assessment procedures : National Park Service vegetation inventory
1114043,https://catalog.gpo.gov/F/?func=direct&doc_number=1114043&local_base=GPO01PUB,1138556807,0646-R (online),I 29.89:2010/267,2010,https://purl.fdlp.gov/GPO/gpo131702,"Assessment of water resources and watershed conditions in Congaree National Park, South Carolina"
1114045,https://catalog.gpo.gov/F/?func=direct&doc_number=1114045&local_base=GPO01PUB,1138556958,0646-R (online),I 29.89:2010/260,2010,https://purl.fdlp.gov/GPO/gpo131704,Climate and terrestrial ecosystem change in the U.S. Rocky Mountains and Upper Columbia Basin : historical and future perspectives for natural resource management
1114070,https://catalog.gpo.gov/F/?func=direct&doc_number=1114070&local_base=GPO01PUB,1138199971,0807-A-10 (online),LC 14.25:LSB 10069/,-2018,https://purl.fdlp.gov/GPO/gpo131708,"Clean water rule challenges must begin in Federal District Courts, Supreme Court holds"
1114092,https://catalog.gpo.gov/F/?func=direct&doc_number=1114092&local_base=GPO01PUB,1138877370,0646-R (online),I 29.89:2010/192,2010,https://purl.fdlp.gov/GPO/gpo131734,Assessment of coastal water resources and watershed conditions : Kenai Fjords National Park
1114098,https://catalog.gpo.gov/F/?func=direct&doc_number=1114098&local_base=GPO01PUB,1138885946,0068-E-01 (online),A 112.15:C 76/17,2019,https://purl.fdlp.gov/GPO/gpo131212,"Conservation Reserve Program:  Clean Lakes, Estuaries and Rivers (CLEAR) Initiative:  prairie strip practice (CP-43)."
1114129,https://catalog.gpo.gov/F/?func=direct&doc_number=1114129&local_base=GPO01PUB,1138888275,0646-R (online),I 29.89:2010/188,2010,https://purl.fdlp.gov/GPO/gpo131749,Chihuahuan Desert Network vital signs monitoring plan
1114138,https://catalog.gpo.gov/F/?func=direct&doc_number=1114138&local_base=GPO01PUB,1138890511,0646-R (online),I 29.89:2010/271,2010,https://purl.fdlp.gov/GPO/gpo131754,Technical guidance on assessing impacts to air quality in NEPA and planning documents
1114152,https://catalog.gpo.gov/F/?func=direct&doc_number=1114152&local_base=GPO01PUB,1140508246,0621-L (online),I 19.127:2019-3044,2019,https://purl.fdlp.gov/GPO/gpo131768,"Assessment of undiscovered continuous oil and gas resources in the Upper Ordovician Point Pleasant Formation and Utica Shale of the Appalachian Basin Province, 2019."
1114161,https://catalog.gpo.gov/F/?func=direct&doc_number=1114161&local_base=GPO01PUB,1138903389,0807-A-07 (online),LC 14.23:R 42563/,-2018,https://purl.fdlp.gov/GPO/gpo131266,Ending overfishing and rebuilding fish stocks in U.S. federal waters
1114165,https://catalog.gpo.gov/F/?func=direct&doc_number=1114165&local_base=GPO01PUB,1138903366,0807-A-07 (online),LC 14.23:RL 32852/,-2018,https://purl.fdlp.gov/GPO/gpo131270,Energy and water development : FY2006 appropriations
1114170,https://catalog.gpo.gov/F/?func=direct&doc_number=1114170&local_base=GPO01PUB,1138903579,0807-A-07 (online),LC 14.23:R 41507/,-2018,https://purl.fdlp.gov/GPO/gpo131322,"Energy's water demand : trends, vulnerabilities, and management"
1114171,https://catalog.gpo.gov/F/?func=direct&doc_number=1114171&local_base=GPO01PUB,1138903599,0807-A-07 (online),LC 14.23:RS 22145/,-2018,https://purl.fdlp.gov/GPO/gpo131323,Environmental activities of the U.S. Coast Guard
1114172,https://catalog.gpo.gov/F/?func=direct&doc_number=1114172&local_base=GPO01PUB,1138903677,0192 (online),C 55.402:G 79/2,2019,https://purl.fdlp.gov/GPO/gpo131751,Great Lakes Land-based Marine Debris Action Plan : 2014-2019 accomplishments report.
1114176,https://catalog.gpo.gov/F/?func=direct&doc_number=1114176&local_base=GPO01PUB,1140447156,0621-L (online),I 19.127:2019-3050,2019,https://purl.fdlp.gov/GPO/gpo131778,"Assessment of undiscovered gas resources in the Middle Devonian Marcellus Shale of the Appalachian Basin Province, 2019."
1114201,https://catalog.gpo.gov/F/?func=direct&doc_number=1114201&local_base=GPO01PUB,1138947645,1011-B (online),Y 4.AP 6/1:IN 8/6/2020/,-2019,https://purl.fdlp.gov/GPO/gpo131786,"Interior, environment, and related agencies appropriations for 2020 : hearings before a subcommittee of the Committee on Appropriations, House of Representatives, One Hundred Sixteenth Congress, first session"
1114207,https://catalog.gpo.gov/F/?func=direct&doc_number=1114207&local_base=GPO01PUB,1140446253,0621-L (online),I 19.127:2019-3068,2019,https://purl.fdlp.gov/GPO/gpo131793,"Glacier retreat in Glacier National Park, Montana"
1114214,https://catalog.gpo.gov/F/?func=direct&doc_number=1114214&local_base=GPO01PUB,1138949573,1040-C (online),Y 4.EN 2:S.HRG.115-504,2020,https://purl.fdlp.gov/GPO/gpo131796,"Pending legislation : hearing before the Subcommittee on National Parks of the Committee on Energy and Natural Resources, United States Senate, One Hundred Fifteenth Congress, second session, on S. 400, S. 966, S. 1160, S. 1260/H.R. 2615, S. 1335, S. 1446/H.R. 1135, S. 1472, S. 1573, S. 1602, S. 1645, S. 1646, S. 1692, S. 1956/H.R. 2897, S. 2102, S. 2213/H.R. 4300, S. 2225, S. 2238, H.R. 1397, H.R. 1500, February 14, 2018."
1114243,https://catalog.gpo.gov/F/?func=direct&doc_number=1114243&local_base=GPO01PUB,1138991426,0378-H-22 (online),D 5.423:111,[2018],https://purl.fdlp.gov/GPO/gpo131823,United Nations peacekeeping operations : environmental sustainability
1114274,https://catalog.gpo.gov/F/?func=direct&doc_number=1114274&local_base=GPO01PUB,985370753,0624-B-05 (online),I 19.42/4:79-2,1979,https://purl.fdlp.gov/GPO/gpo131595,"Hydrologic effects of annually diverting 131,000 acre-feet of water from Dillon Reservoir, central Colorado"
1114275,https://catalog.gpo.gov/F/?func=direct&doc_number=1114275&local_base=GPO01PUB,985370526,0624-B-05 (online),I 19.42/4:80-71,1980,https://purl.fdlp.gov/GPO/gpo131597,"Effects of urbanization on the water quality of lakes in Eagan, Minnesota"
1114281,https://catalog.gpo.gov/F/?func=direct&doc_number=1114281&local_base=GPO01PUB,971498414,0624-B-05 (online),I 19.42/4:78-94,1978,https://purl.fdlp.gov/GPO/gpo131599,"Hydrologic appraisal of the water resources of the Homer-Preble Valley, New York"
1114282,https://catalog.gpo.gov/F/?func=direct&doc_number=1114282&local_base=GPO01PUB,985370688,0624-B-05 (online),I 19.42/4:78-89,1978,https://purl.fdlp.gov/GPO/gpo131601,"Hydrologic evaluation of part of central Volusia County, Florida"
1114286,https://catalog.gpo.gov/F/?func=direct&doc_number=1114286&local_base=GPO01PUB,971498402,0624-B-05 (online),I 19.42/4:79-6,1979,https://purl.fdlp.gov/GPO/gpo131602,"Hydrogeologic features of the alluvial deposits in the Greybull River Valley, Bighorn Basin, Wyoming"
1114289,https://catalog.gpo.gov/F/?func=direct&doc_number=1114289&local_base=GPO01PUB,985370620,0624-B-05 (online),I 19.42/4:79-13,1979,https://purl.fdlp.gov/GPO/gpo131606,"Effects of landfill leaching on water quality and biology of a nearby stream, South Cairo, Greene County, New York"
1114293,https://catalog.gpo.gov/F/?func=direct&doc_number=1114293&local_base=GPO01PUB,985370718,0624-B-05 (online),I 19.42/4:78-49,1978,https://purl.fdlp.gov/GPO/gpo131608,Ten-year low mean monthly discharge determinations for ungaged streams near waste-stabilization ponds in Wisconsin
1114296,https://catalog.gpo.gov/F/?func=direct&doc_number=1114296&local_base=GPO01PUB,985370657,0624-B-05 (online),I 19.42/4:80-60,1980,https://purl.fdlp.gov/GPO/gpo131609,"Evaluation of a cavity-riddled zone of the shallow aquifer near Riviera Beach, Palm Beach County, Florida"
1114302,https://catalog.gpo.gov/F/?func=direct&doc_number=1114302&local_base=GPO01PUB,1139332537,0646-R (online),I 29.89:2012/515,2012,https://purl.fdlp.gov/GPO/gpo82510,"Castillo de San Marcos and Fort Matanzas National Monuments, Florida"
1114303,https://catalog.gpo.gov/F/?func=direct&doc_number=1114303&local_base=GPO01PUB,985370535,0624-B-05 (online),I 19.42/4:77-130,1978,https://purl.fdlp.gov/GPO/gpo131611,"Ground-water storage in the Johnson Valley area, San Bernardino, California"
1114306,https://catalog.gpo.gov/F/?func=direct&doc_number=1114306&local_base=GPO01PUB,971499218,0624-B-05 (online),I 19.42/4:79-29,1979,https://purl.fdlp.gov/GPO/gpo131613,"Red Cedar River Basin, Wisconsin : low-flow characteristics"
1114321,https://catalog.gpo.gov/F/?func=direct&doc_number=1114321&local_base=GPO01PUB,1139344571,0646-R (online),I 29.89:2010/245,2010,https://purl.fdlp.gov/GPO/gpo131860,San Francisco Bay Area Network northern spotted owl monitoring protocol
1114324,https://catalog.gpo.gov/F/?func=direct&doc_number=1114324&local_base=GPO01PUB,1139344992,0646-R (online),I 29.89:2010/185,2010,https://purl.fdlp.gov/GPO/gpo131863,Northeast coastal and barrier network geomorphological monitoring protocol.
1114325,https://catalog.gpo.gov/F/?func=direct&doc_number=1114325&local_base=GPO01PUB,1139345059,0646-R (online),I 29.89:2010/184,2010,https://purl.fdlp.gov/GPO/gpo131866,"Coastal geomorphology of the ocean shoreline, Gateway National Recreation Area : natural evolution and cultural modifications, a synthesis"
1114327,https://catalog.gpo.gov/F/?func=direct&doc_number=1114327&local_base=GPO01PUB,1139344763,0807-A-07 (online),LC 14.23:RL 32441/,-2018,https://purl.fdlp.gov/GPO/gpo131328,Environmental Protection Agency : appropriations for FY2005
1114328,https://catalog.gpo.gov/F/?func=direct&doc_number=1114328&local_base=GPO01PUB,1139344831,0807-A-07 (online),LC 14.23:R 43127/,-2018,https://purl.fdlp.gov/GPO/gpo131635,EPA standards for greenhouse gas emissions from new power plants
1114329,https://catalog.gpo.gov/F/?func=direct&doc_number=1114329&local_base=GPO01PUB,1139344229,0807-A-07 (online),LC 14.23:RL 32856/,-2018,https://purl.fdlp.gov/GPO/gpo131330,Environmental Protection Agency :  appropriations for FY2006
1114330,https://catalog.gpo.gov/F/?func=direct&doc_number=1114330&local_base=GPO01PUB,1139344788,0807-A-07 (online),LC 14.23:R 41505/,-2018,https://purl.fdlp.gov/GPO/gpo131640,EPA's BACT guidance for greenhouse gases from stationary sources
1114331,https://catalog.gpo.gov/F/?func=direct&doc_number=1114331&local_base=GPO01PUB,1139345419,0646-R (online),I 29.89:2010/203,2010,https://purl.fdlp.gov/GPO/gpo131868,Salmonid monitoring protocol for the San Francisco Area Network
1114332,https://catalog.gpo.gov/F/?func=direct&doc_number=1114332&local_base=GPO01PUB,1139344411,0807-A-07 (online),LC 14.23:RS 22064/,-2018,https://purl.fdlp.gov/GPO/gpo131333,Environmental Protection Agency :  fiscal year 2006 appropriations highlights
1114333,https://catalog.gpo.gov/F/?func=direct&doc_number=1114333&local_base=GPO01PUB,1139345033,0807-A-07 (online),LC 14.23:R 41341/,-2018,https://purl.fdlp.gov/GPO/gpo131641,EPA's proposal to regulate coal combustion waste disposal : issues for Congress.
1114334,https://catalog.gpo.gov/F/?func=direct&doc_number=1114334&local_base=GPO01PUB,1139344767,0807-A-07 (online),LC 14.23:RS 22386/,-2018,https://purl.fdlp.gov/GPO/gpo131337,Environmental Protection Agency :  FY2007 appropriations highlights
1114335,https://catalog.gpo.gov/F/?func=direct&doc_number=1114335&local_base=GPO01PUB,1139344823,0807-A-07 (online),LC 14.23:R 41914/,-2018,https://purl.fdlp.gov/GPO/gpo131647,"EPA's regulation of coal-fired power : is a ""train wreck"" coming?"
1114336,https://catalog.gpo.gov/F/?func=direct&doc_number=1114336&local_base=GPO01PUB,1139344564,0807-A-07 (online),LC 14.23:R 40197/,-2018,https://purl.fdlp.gov/GPO/gpo131340,Environmental Quality Incentives Program (EQIP) : status and issues
1114337,https://catalog.gpo.gov/F/?func=direct&doc_number=1114337&local_base=GPO01PUB,1139345031,0807-A-07 (online),LC 14.23:R 42144/,-2018,https://purl.fdlp.gov/GPO/gpo131650,EPA's utility MACT : will the lights go out?
1114339,https://catalog.gpo.gov/F/?func=direct&doc_number=1114339&local_base=GPO01PUB,1139345064,0807-A-07 (online),LC 14.23:RL 34705/,-2018,https://purl.fdlp.gov/GPO/gpo131651,Estimating offset supply in a cap-and-trade program
1114341,https://catalog.gpo.gov/F/?func=direct&doc_number=1114341&local_base=GPO01PUB,1139345513,0646-R (online),I 29.89:2010/202,2010,https://purl.fdlp.gov/GPO/gpo131869,Salmonid monitoring protocol for the San Francisco Area Network
1114361,https://catalog.gpo.gov/F/?func=direct&doc_number=1114361&local_base=GPO01PUB,971498399,0624-B-05 (online),I 19.42/4:80-102,1981,https://purl.fdlp.gov/GPO/gpo131614,"Relation between freshwater flow and salinity distributions in the Alafia River, Bullfrog Creek, and Hillsborough Bay, Florida"
