----
| *Title* | *CGP* | *Author* | *Date* | *SuDoc*
:-----------------|:-----------------|:-----------------|:-----------------|:-----------------
"Addressing the risk of COVID-19 while serving migratory children.",1125424,https://catalog.gpo.gov/F/?func=direct&doc_number=1125424&local_base=GPO01PUB,"No data",2020,ED 1.402:C 81/2
"After COVID-19 : American landpower in transatlantic context / John R. Deni.",1121045,https://catalog.gpo.gov/F/?func=direct&doc_number=1121045&local_base=GPO01PUB,"Deni, John R.",2020,D 101.146:C 81/4
"Agriculture spending : opportunities exist for USDA to identify successes and challenges of the Farmers to Families Food Box Program to inform future efforts : congressional committees.",1171316,https://catalog.gpo.gov/F/?func=direct&doc_number=1171316&local_base=GPO01PUB,"United States. Government Accountability Office",2020,GA 1.41:GAO-20-711 R
"Air travel and communicable diseases: status of research efforts and action still needed to develop federal preparedness plan : testimony before the Subcommittee on Space and Aeronautics, Committee on Science, Space, and Technology, House of Representatives / statement of Heather Krause.",1124269,https://catalog.gpo.gov/F/?func=direct&doc_number=1124269&local_base=GPO01PUB,"United States. Government Accountability Office",2020,GA 1.5/2:GAO-20-655 T
"Alerta de salud global: coronavirus 2019 : por 14 dias despues de su viaje: quedese en casa. Vigile su salud. Practique el distanciamento social.",1118325,https://catalog.gpo.gov/F/?func=direct&doc_number=1118325&local_base=GPO01PUB,"No data",2020,HE 20.7002:C 81/26/SPANISH
"American Rescue Plan Act of 2021 (P.L. 117-2) : public health, medical supply chain, health services, and related provisions / Hassan Z. Sheikh and eleven others.",1175957,https://catalog.gpo.gov/F/?func=direct&doc_number=1175957&local_base=GPO01PUB,"Sheikh, Hassan Z.",2021,LC 14.23:R 46834/
"American Rescue Plan Act of 2021.",1164795,https://catalog.gpo.gov/F/?func=direct&doc_number=1164795&local_base=GPO01PUB,"United States",2021,AE 2.110:117-2
"Another coronavirus emerges : U.S. domestic response to 2019-nCoV / Sarah A. Lister, Kavya Sekar.",1124240,https://catalog.gpo.gov/F/?func=direct&doc_number=1124240&local_base=GPO01PUB,"Lister, Sarah A.",2020,LC 14.25/2:IN 11212/
"Answering your questions about the new COVID-19 vaccines.",1137170,https://catalog.gpo.gov/F/?func=direct&doc_number=1137170&local_base=GPO01PUB,"National Center for Immunization and Respiratory Diseases (U.S.)",2021,HE 20.7962:C 83
"Answering your questions about the safety and effectiveness of COVID-19 vaccines.",1209584,https://catalog.gpo.gov/F/?func=direct&doc_number=1209584&local_base=GPO01PUB,"National Center for Immunization and Respiratory Diseases (U.S.)",2021,HE 20.7962:C 83/2
"Are you working to help people affected by the COVID-19 pandemic?",1139221,https://catalog.gpo.gov/F/?func=direct&doc_number=1139221&local_base=GPO01PUB,"No data",2020,HE 20.402:C 83/3
"Assessing the risks posed by SARS-CoV-2 in and via North American bats : decision framing and rapid risk assessment / by Michael C. Runge and ten others ; prepared in cooperation with the U.S. Fish and Wildlife Service.",1132816,https://catalog.gpo.gov/F/?func=direct&doc_number=1132816&local_base=GPO01PUB,"Runge, Michael Carl",2020,I 19.76:2020-1060
"Authorized state hazardous waste program inspections and operations were impacted during Coronavirus pandemic / Office of Inspector General, U.S. Environmental Protection Agency.",1177167,https://catalog.gpo.gov/F/?func=direct&doc_number=1177167&local_base=GPO01PUB,"United States. Environmental Protection Agency. Office of the Inspector General",2021,EP 12.15:22-E-0009
"Authorizing remote voting by proxy in the House of Representatives and providing for official remote committee proceedings during a public health emergency due to a novel coronavirus, and for other purposes : report together with dissenting views (to accompany H. Res. 965).",1121623,https://catalog.gpo.gov/F/?func=direct&doc_number=1121623&local_base=GPO01PUB,"United States. Congress. House. Committee on Rules",2020,Y 1.1/8:116-420
"Back to school : highlighting best practices for safely reopening schools : hearing before the Subcommittee on Early Childhood, Elementary, and Secondary Education of the Committee on Education and Labor, U.S. House of Representatives, One Hundred Seventeenth Congress, first session, hearing held in Washington, DC, September 29, 2021.",1208603,https://catalog.gpo.gov/F/?func=direct&doc_number=1208603&local_base=GPO01PUB,"United States. Congress. House. Committee on Education and Labor. Subcommittee on Early Childhood, Elementary, and Secondary Education",2022,Y 4.ED 8/1:117-28
"Back to school, back to startups : supporting youth apprenticeship, entrepreneurship, and workforce development : hearing before the Subcommittee on Innovation, Entrepreneurship, and Workforce Development of the the Committee on Small Business, United States House of Representatives, One Hundred Seventeenth Congress, second session, hearing held September 15, 2022.",1207091,https://catalog.gpo.gov/F/?func=direct&doc_number=1207091&local_base=GPO01PUB,"United States. Congress. House. Committee on Small Business. Subcommittee on Innovation, Entrepreneurship, and Workforce Development",2022,Y 4.SM 1:117-066
"Bank and credit union regulators' response to COVID-19 / Andrew P. Scott, David W. Perkins.",1126563,https://catalog.gpo.gov/F/?func=direct&doc_number=1126563&local_base=GPO01PUB,"Scott, Andrew P.",2020,LC 14.25/2:IN 11278/
"Bank and credit unions regulators' response to Covid-19 / Andrew P. Scott, David W. Perkins.",1124445,https://catalog.gpo.gov/F/?func=direct&doc_number=1124445&local_base=GPO01PUB,"Scott, Andrew P.",2020,LC 14.25/2:IN 11278/
"Bank exposure to COVID-19 risks: business loans / David W. Perkins, Raj Gnanarajah.",1139439,https://catalog.gpo.gov/F/?func=direct&doc_number=1139439&local_base=GPO01PUB,"Perkins, David W.",2020,LC 14.25/2:IN 11348/
"Bank exposure to COVID-19 risks: mortgages and consumer loans / David W. Perkins, Raj Gnanarajah.",1139454,https://catalog.gpo.gov/F/?func=direct&doc_number=1139454&local_base=GPO01PUB,"Perkins, David W.",2020,LC 14.25/2:IN 11336/
"Bank supervision : lessons learned from remote supervision during pandemic could inform future disruptions : report to congressional committees.",1201467,https://catalog.gpo.gov/F/?func=direct&doc_number=1201467&local_base=GPO01PUB,"United States. Government Accountability Office",2022,GA 1.13:GAO-22-104659
"Battling the invisible enemy : the Department of Homeland Security Science and Technology Directorate's COVID-19 response.",1134772,https://catalog.gpo.gov/F/?func=direct&doc_number=1134772&local_base=GPO01PUB,"United States. Department of Homeland Security. Science and Technology Directorate",2020,HS 3.2:B 31
"Behavioral health : patient access, provider claims payment, and the effect of the COVID-19 pandemic.",1150030,https://catalog.gpo.gov/F/?func=direct&doc_number=1150030&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.41:GAO-21-437 R
"Behavioral health and COVID-19 : higher-risk populations and related federal relief funding : report to congressional committees.",1169542,https://catalog.gpo.gov/F/?func=direct&doc_number=1169542&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-22-104437
"Best practices for mall and shopping center operators to prevent transmission of COVID-19.",1165529,https://catalog.gpo.gov/F/?func=direct&doc_number=1165529&local_base=GPO01PUB,"No data",2021,L 35.2:M 29
"Biodefense: after-action findings and COVID-19 response revealed opportunities to strengthen preparedness : report to congressional committees.",1161389,https://catalog.gpo.gov/F/?func=direct&doc_number=1161389&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-513
"Biological, morphological, and chemical characteristics of Wailuku River, Hawaii / by Johnson J.S. Yee and Charles J. Ewart.",1120311,https://catalog.gpo.gov/F/?func=direct&doc_number=1120311&local_base=GPO01PUB,"Yee, Johnson J. S.",1986,I 19.42/4:86-4043
"Biomedical research : HHS has not yet used new authorities to improve recruitment and retention of scientists / Mary Denigan-Macauley.",1171404,https://catalog.gpo.gov/F/?func=direct&doc_number=1171404&local_base=GPO01PUB,"United States. Government Accountability Office",2020,GA 1.41:GAO-20-531 R
"Biomedical research : information on federal contributions to remdesivir: report to congressional committees / Candice N. Wright.",1171411,https://catalog.gpo.gov/F/?func=direct&doc_number=1171411&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-272
"Bolivia : elections postponed to October / Clare Ribando Seelke.",1124242,https://catalog.gpo.gov/F/?func=direct&doc_number=1124242&local_base=GPO01PUB,"Seelke, Clare Ribando",2019,LC 14.25/2:IN 11198/
"Border security: CPB's response to COVID-19 : report to congressional committees.",1158388,https://catalog.gpo.gov/F/?func=direct&doc_number=1158388&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-431
"Broadband connectivity and COVID-19 : the FCC's response / Eric N. Holmes.",1136867,https://catalog.gpo.gov/F/?func=direct&doc_number=1136867&local_base=GPO01PUB,"Holmes, Eric N.",2020,LC 14.25:LSB 10475/
"Building COVID-19 wastewater surveillance with the National Wastewater Surveillance System.",1172966,https://catalog.gpo.gov/F/?func=direct&doc_number=1172966&local_base=GPO01PUB,"No data",2021,HE 20.7002:B 86
"Building a more resilient ICT supply chain : lessons learned during the COVID-19 pandemic, an analysis.",1135178,https://catalog.gpo.gov/F/?func=direct&doc_number=1135178&local_base=GPO01PUB,"Information and Communications Technology Supply Chain Risk Management Task Force",2020,HS 1.2:C 83/2
"Bureau of Prisons: BOP could further enhance its COVID-19 response by capturing and incorporating lessons learned : report to congressional addressees.",1161386,https://catalog.gpo.gov/F/?func=direct&doc_number=1161386&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-502
"Business as usual? : assessing how DHS can resume operations safely : hearing before the Subcommittee on Oversight, Management, and Accountability of the Committee on Homeland Security, House of Representatives, One Hundred Sixteenth Congress, second session, June 16, 2020.",1137173,https://catalog.gpo.gov/F/?func=direct&doc_number=1137173&local_base=GPO01PUB,"United States. Congress. House. Committee on Homeland Security. Subcommittee on Oversight, Management, and Accountability",2021,Y 4.H 75:116-70
"Business deductions for entertainment and meals / Donald J. Marples.",1139463,https://catalog.gpo.gov/F/?func=direct&doc_number=1139463&local_base=GPO01PUB,"Marples, Donald",2020,LC 14.25/2:IN 11313/
"Business interruption insurance and COVID-19 / Diane P. Horn, Baird Webel.",1139468,https://catalog.gpo.gov/F/?func=direct&doc_number=1139468&local_base=GPO01PUB,"Horn, Diane P.",2020,LC 14.25/2:IN 11295/
"Business interruption insurance and COVID-19: federal legislative initiatives / Diane P. Horn, Baird Webel.",1139482,https://catalog.gpo.gov/F/?func=direct&doc_number=1139482&local_base=GPO01PUB,"Horn, Diane P.",2020,LC 14.25/2:IN 11383/
"Business interruption insurance and COVID-19: state legislative initiatives / Diane P. Horn, Baird Webel.",1147927,https://catalog.gpo.gov/F/?func=direct&doc_number=1147927&local_base=GPO01PUB,"Horn, Diane P.",2020,LC 14.25/2:IN 11382/
"Business use of tax and other provisions in the CARES Act and other COVID-19 legislation : evidence from surveys / Jane G. Gravelle.",1147934,https://catalog.gpo.gov/F/?func=direct&doc_number=1147934&local_base=GPO01PUB,"Gravelle, Jane",2020,LC 14.25/2:IN 11430/
"The CARES Act (P.L. 116-136) : provisions designed to help banks and credit unions / David W. Perkins, Raj Gnanarajah, Darryl E. Getter.",1129383,https://catalog.gpo.gov/F/?func=direct&doc_number=1129383&local_base=GPO01PUB,"Perkins, David W. (Analyst in Macroeconomic Policy)",2020,LC 14.25/2:IN 11318/
"The CARES Act (P.L. 116-136) section 4008 : FDIC bank debt guarantee authority / David W. Perkins.",1129382,https://catalog.gpo.gov/F/?func=direct&doc_number=1129382&local_base=GPO01PUB,"Perkins, David W. (Analyst in Macroeconomic Policy)",2020,LC 14.25/2:IN 11307/
"The CARES Act : implications for tribes / Mainon A. Schwartz.",1128632,https://catalog.gpo.gov/F/?func=direct&doc_number=1128632&local_base=GPO01PUB,"Schwartz, Mainon A.",2020,LC 14.24:IF 11500/
"CARES Act : structural characteristics that can help insulate HHS agencies against potential political interference : report to congressional addressees.",1209760,https://catalog.gpo.gov/F/?func=direct&doc_number=1209760&local_base=GPO01PUB,"United States. Government Accountability Office",2022,GA 1.13:GAO-23-105415
"CARES Act Assistance for Employers and Employees--the Paycheck Protection Program, employee retention tax credit, and unemployment insurance benefits. Part 1, Overview / Molly F. Sherlock and four others.",1147967,https://catalog.gpo.gov/F/?func=direct&doc_number=1147967&local_base=GPO01PUB,"Sherlock, Molly F.",2020,LC 14.25/2:IN 11324/
"CARES Act Economic Impact Payments for veterans not required to file tax returns / Heather M. Salazar.",1148000,https://catalog.gpo.gov/F/?func=direct&doc_number=1148000&local_base=GPO01PUB,"Salazar, Heather M.",2020,LC 14.25/2:IN 11375/
"CARES Act Education Stabilization Fund : background and analysis / Rebecca R. Skinner and three others.",1125607,https://catalog.gpo.gov/F/?func=direct&doc_number=1125607&local_base=GPO01PUB,"Skinner, Rebecca (Rebecca R.)",2020,LC 14.23:R 46378/
"The CARES Act and required minimum distributions (RMDs) : options for certain individuals / Elizabeth A. Myers.",1129384,https://catalog.gpo.gov/F/?func=direct&doc_number=1129384&local_base=GPO01PUB,"Myers, Elizabeth A. (Analyst in income security)",2020,LC 14.25/2:IN 11349/
"CARES Act arts and cultural provisions / Shannon S. Loane.",1147951,https://catalog.gpo.gov/F/?func=direct&doc_number=1147951&local_base=GPO01PUB,"Loane, Shannon S.",2020,LC 14.25/2:IN 11409/
"CARES Act elementary and secondary education provisions / Rebecca R. Skinner.",1127351,https://catalog.gpo.gov/F/?func=direct&doc_number=1127351&local_base=GPO01PUB,"Skinner, Rebecca (Rebecca R.)",2020,LC 14.24:IF 11509/
"CARES Act eviction moratorium / Maggie McCarty, David H. Carpenter.",1148008,https://catalog.gpo.gov/F/?func=direct&doc_number=1148008&local_base=GPO01PUB,"McCarty, Maggie",2020,LC 14.25/2:IN 11320/
"CARES Act higher education provisions / Cassandria Dortch and three others.",1127352,https://catalog.gpo.gov/F/?func=direct&doc_number=1127352&local_base=GPO01PUB,"Dortch, Cassandria",2020,LC 14.24:IF 11497/
"CARES Act income support and unemployment compensation : effect on eligibility for Medicaid, CHIP, and ACA premium tax credit / Evelyne P. Baumrucker, Bernadette Fernandez, Kirsten J. Colello.",1130411,https://catalog.gpo.gov/F/?func=direct&doc_number=1130411&local_base=GPO01PUB,"Baumrucker, Evelyne P.",2020,LC 14.25/2:IN 11448/
"CDC activities and initiatives supporting the COVID-19 response and the President's plan for opening America up again / Centers for Disease Control and Prevention (CDC).",1121557,https://catalog.gpo.gov/F/?func=direct&doc_number=1121557&local_base=GPO01PUB,"Centers for Disease Control and Prevention (U.S.)",2020,HE 20.7002:C 81/53
"CDC activities and initiatives supporting the COVID-19 response and the President's plan for opening America up again.",1122500,https://catalog.gpo.gov/F/?func=direct&doc_number=1122500&local_base=GPO01PUB,"Centers for Disease Control and Prevention (U.S.)",2020,HE 20.7002:C 81/53/2020-2
"CDC protects and prepares communities.",1115600,https://catalog.gpo.gov/F/?func=direct&doc_number=1115600&local_base=GPO01PUB,"Centers for Disease Control and Prevention (U.S.)",2020,HE 20.7002:C 81/4
"CDC's operational strategy for K-12 schools through phased mitigation.",1136928,https://catalog.gpo.gov/F/?func=direct&doc_number=1136928&local_base=GPO01PUB,"No data",2021,HE 20.7002:SCH 6/7
"CDC's recomendations for implementation of mitigation strategies for Florida, based on current situation with COVID-19 transmission and consideration of the state's large older adult population.",1117532,https://catalog.gpo.gov/F/?func=direct&doc_number=1117532&local_base=GPO01PUB,"No data",2020,HE 20.7002:C 81/17/FLORIDA
"CDC's recommendations for implementation of mitigation strategies for Massachusetts, based on current situation with COVID-19 transmission.",1118992,https://catalog.gpo.gov/F/?func=direct&doc_number=1118992&local_base=GPO01PUB,"No data",2020,HE 20.7002:C 81/17/MASSACHUSETTS
"CDC's recommendations for the next 30 days of mitigation strategies for New Rochelle, New York (Westchester County), based on current situation with widespread COVID-19 transmission and affected health care facilities.",1117516,https://catalog.gpo.gov/F/?func=direct&doc_number=1117516&local_base=GPO01PUB,"No data",2020,HE 20.7002:C 81/17/NEW ROCHELLE
"CDC's recommendations for the next 30 days of mitigation strategies for Seattle-King, Pierce, and Snohomish counties, based on current situation with widespread COVID-19 transmission and affected health care facilities.",1117502,https://catalog.gpo.gov/F/?func=direct&doc_number=1117502&local_base=GPO01PUB,"No data",2020,HE 20.7002:C 81/17/SEATTLE
"CMS could improve the data it uses to monitor antipsychotic drugs in nursing homes.",1171813,https://catalog.gpo.gov/F/?func=direct&doc_number=1171813&local_base=GPO01PUB,"United States. Department of Health and Human Services. Office of Inspector General",2021,HE 1.75:OEI-07-19-00490
