----
| *Title* | *CGP* | *Author* | *Date* | *SuDoc* | *Format*
:-----------------|:-----------------:|:-----------------:|:-----------------:|:-----------------:|:-----------------:
"Hearing on the January 6th investigation : hearing before the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, second session, June 23, 2022.",1209118,https://catalog.gpo.gov/F/?func=direct&doc_number=1209118&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2023,Y 4.2:J 26/5,Online
"Hearing on the January 6th investigation : hearing before the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, second session, June 9, 2022.",1208321,https://catalog.gpo.gov/F/?func=direct&doc_number=1208321&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26,Online
"Hearing on the January 6th investigation : hearing before the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, second session, June 9, 2022.",1208930,https://catalog.gpo.gov/F/?func=direct&doc_number=1208930&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26,Print
"Providing for consideration of the bill (H.R. 2662) to amend the Inspector General Act of 1978, and for other purposes; providing for consideration of the bill (H.R. 3005) to direct the Joint Committee on the Library to replace the bust of Roger Brooke Taney in the Old Supreme Court Chamber of the United States Capitol with a bust of Thurgood Marshall to be obtained by the Joint Committee on the Library and to remove certain statues from areas of the United States Capitol which are accessible to the public, to remove all statues of individuals who voluntarily served the Confederate States of America from display in the United States Capitol, and for other purposes; providing for consideration of the bill (H.R. 3684) to authorize funds for federal-aid highways, highway safety programs, and transit programs, and for other purposes; providing for consideration of the resolution (H. Res. 503) Establishing the Select Committee to Investigate the January 6th Attack on the United States Capitol; and for other purposes : report (to accompany H. Res. 504).",1158968,https://catalog.gpo.gov/F/?func=direct&doc_number=1158968&local_base=GPO01PUB,"United States. Congress. House. Committee on Rules",2021,Y 1.1/8:117-74,Online
"Providing for consideration of the bill (H.R. 2662) to amend the Inspector General Act of 1978, and for other purposes; providing for consideration of the bill (H.R. 3005) to direct the Joint Committee on the Library to replace the bust of Roger Brooke Taney in the Old Supreme Court Chamber of the United States Capitol with a bust of Thurgood Marshall to be obtained by the Joint Committee on the Library and to remove certain statues from areas of the United States Capitol which are accessible to the public, to remove all statues of individuals who voluntarily served the Confederate States of America from display in the United States Capitol, and for other purposes; providing for consideration of the bill (H.R. 3684) to authorize funds for federal-aid highways, highway safety programs, and transit programs, and for other purposes; providing for consideration of the resolution (H. Res. 503) Establishing the Select Committee to Investigate the January 6th Attack on the United States Capitol; and for other purposes : report (to accompany H. Res. 504).",1163202,https://catalog.gpo.gov/F/?func=direct&doc_number=1163202&local_base=GPO01PUB,"United States. Congress. House. Committee on Rules",2021,Y 1.1/8:117-74,Print
"Records related to the request for presidential records by the House Select Committee to Investigate the January 6th Attack on the United States Capitol.",1177136,https://catalog.gpo.gov/F/?func=direct&doc_number=1177136&local_base=GPO01PUB,"No data",2021,AE 1.102:C17/,Online
"Resolution recommending that the House of Representatives find Jeffrey Bossert Clark in contempt of Congress for refusal to comply with a subpoena duly issued by the Select Committee to Investigate the January 6th Attack on the United States Capitol : report.",1174754,https://catalog.gpo.gov/F/?func=direct&doc_number=1174754&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2021,Y 1.1/8:117-200,Print
"Resolution recommending that the House of Representatives find Jeffrey Bossert Clark in contempt of Congress for refusal to comply with a subpoena duly issued by the Select Committee to Investigate the January 6th Attack on the United States Capitol : report.",1174755,https://catalog.gpo.gov/F/?func=direct&doc_number=1174755&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2021,Y 1.1/8:117-200,Online
"Resolution recommending that the House of Representatives find Mark Randall Meadows in contempt of Congress for refusal to comply with a subpoena duly issued by the Select Committee to Investigate the January 6th Attack on the United States Capitol.",1173822,https://catalog.gpo.gov/F/?func=direct&doc_number=1173822&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2021,Y 1.1/8:117-216,Online
"Resolution recommending that the House of Representatives find Mark Randall Meadows in contempt of Congress for refusal to comply with a subpoena duly issued by the Select Committee to Investigate the January 6th Attack on the United States Capitol.",1173823,https://catalog.gpo.gov/F/?func=direct&doc_number=1173823&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2021,Y 1.1/8:117-216,Print
"Resolution recommending that the House of Representatives find Peter K. Navarro and Daniel Scavino, Jr., in contempt of Congress for refusal to comply with subpoenas duly issued by the Select Committee to Investigate the January 6th Attack on the United States Capitol : report.",1177247,https://catalog.gpo.gov/F/?func=direct&doc_number=1177247&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 1.1/8:117-284,Print
"Resolution recommending that the House of Representatives find Peter K. Navarro and Daniel Scavino, Jr., in contempt of Congress for refusal to comply with subpoenas duly issued by the Select Committee to Investigate the January 6th Attack on the United States Capitol : report.",1177248,https://catalog.gpo.gov/F/?func=direct&doc_number=1177248&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 1.1/8:117-284,Online
"Resolution recommending that the House of Representatives find Stephen K. Bannon in contempt of Congress for refusal to comply with a subpoena duly issued by the Select Committee to Investigate the January 6th Attack on the United States Capitol.",1172254,https://catalog.gpo.gov/F/?func=direct&doc_number=1172254&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2021,Y 1.1/8:117-152,Online
"Resolution recommending that the House of Representatives find Stephen K. Bannon in contempt of Congress for refusal to comply with a subpoena duly issued by the Select Committee to Investigate the January 6th Attack on the United States Capitol.",1172255,https://catalog.gpo.gov/F/?func=direct&doc_number=1172255&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2021,Y 1.1/8:117-152,Print
"Select Committee to Investigate the January 6th Attack on the United States Capitol : introductory material to the final report of the Select Committee.",1208465,https://catalog.gpo.gov/F/?func=direct&doc_number=1208465&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26/14,Online
"Select Committee to Investigate the January 6th Attack on the United States Capitol.",1170541,https://catalog.gpo.gov/F/?func=direct&doc_number=1170541&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2021,Y 4.2:J 26/,Online
"The law enforcement experience on January 6th : hearing before the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, first session, July 27, 2021.",1208231,https://catalog.gpo.gov/F/?func=direct&doc_number=1208231&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26/L 41,Online
"The law enforcement experience on January 6th.",1192904,https://catalog.gpo.gov/F/?func=direct&doc_number=1192904&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",1800,Y 4.2:J 26/L 41,Print
